ART_GRP_SE,ARCHV_ARTST_NM,NM,VRIT_MARK_CN,REALM_CL,ACT_RELM_CN,BIRTH_YEAR,RSRCH_MAN_NM,URL
ARTST,예술인,최종태,崔鍾泰,시각예술,조각(미술작가 500인),1932,,https://www.daarts.or.kr/handle/11080/19644
ARTST,예술인,김태곤,Kim tae gon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19332
ARTST,예술인,임송희,Lim song hee,시각예술,한국화,1938,,https://www.daarts.or.kr/handle/11080/5874
ARTST,예술인,정완영,鄭椀永,문학,시,1919,,https://www.daarts.or.kr/handle/11080/5642
FARTST,미술작가,김상구,Kim sang ku,판화,,1945,,https://www.daarts.or.kr/handle/11080/19278
ARTST,예술인,이광노,李光魯,시각예술,"건축문화, 건축설계",1928,,https://www.daarts.or.kr/handle/11080/6028
ARTGR,예술단체,협동조합 극단새벽,,공연단체,,,,https://www.daarts.or.kr/handle/11080/49049
ARTST,예술인,박영남,Park yung nam,시각예술,미술작가,1949,,https://www.daarts.or.kr/handle/11080/19385
ARTST,예술인,이정신,Lee chung shin,시각예술,미술작가,1944,,https://www.daarts.or.kr/handle/11080/19542
ARTST,예술인,차범석,車凡錫,공연예술,극작가,1924,,https://www.daarts.or.kr/handle/11080/6399
ARTST,예술인,류재구,Liu jai koo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19351
ARTST,예술인,최순화,,기타,기타,1970,,https://www.daarts.or.kr/handle/11080/135938
ARTST,예술인,백영수,"白榮洙, 호: 청당",시각예술,서양화,1922,,https://www.daarts.or.kr/handle/11080/119354
ARTST,예술인,유진평,YOO Jinpyeong,창작음악,한국현대음악,1972,,https://www.daarts.or.kr/handle/11080/68338
ARTST,예술인,최영훈,Choe young hoon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19640
DIC,구술채록,박돈,Bhak dorn,시각예술,회화,1928,윤혜준,https://www.daarts.or.kr/handle/11080/24152
ARTST,예술인,홍종명,Hong chong myung,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19677
FARTST,미술작가,최진욱,"Choi, Gene-Uk",회화,,1956,,https://www.daarts.or.kr/handle/11080/19645
ARTST,예술인,한순옥,韓筍玉,공연예술,한국무용,1932,,https://www.daarts.or.kr/handle/11080/45203
ARTST,예술인,강운,Kang un,시각예술,미술작가,1966,,https://www.daarts.or.kr/handle/11080/19212
FARTST,미술작가,김춘수,Kim tschoon su,회화,,1957,,https://www.daarts.or.kr/handle/11080/19329
ARTST,예술인,신동일,Sheen Dong-il,창작음악,한국현대음악,1965,,https://www.daarts.or.kr/handle/11080/49012
ARTST,예술인,박화영,Park hwa young,시각예술,미술작가,1968,,https://www.daarts.or.kr/handle/11080/19398
ARTST,예술인,김신웅,"金信雄, KIM Shin-Woong",창작음악,한국현대음악,1974,,https://www.daarts.or.kr/handle/11080/52061
FARTST,미술작가,박대성,Park dae sung,회화,,1945,,https://www.daarts.or.kr/handle/11080/19367
FARTST,미술작가,허황,Hur hwang,회화,,1946,,https://www.daarts.or.kr/handle/11080/19664
DIC,구술채록,남정현,南廷賢,문학,문학,1933,구자황,https://www.daarts.or.kr/handle/11080/16279
ARTST,예술인,나운영,"羅運榮, LA Un-Yung",창작음악,한국현대음악,1922,,https://www.daarts.or.kr/handle/11080/69904
FARTST,미술작가,박소영,Park so young,조각,,1970,,https://www.daarts.or.kr/handle/11080/19380
ARTST,예술인,김정훈,KIM Chunghoon,창작음악,한국현대음악,1972,,https://www.daarts.or.kr/handle/11080/52149
FARTST,미술작가,엄정순,Oum jeong soon,회화,,1961,,https://www.daarts.or.kr/handle/11080/19452
ARTST,예술인,안수진,Ahn soo jin,시각예술,미술작가,1962,,https://www.daarts.or.kr/handle/11080/19446
FARTST,미술작가,한길홍,Han gil hong,공예,,1946,,https://www.daarts.or.kr/handle/11080/19652
ARTST,예술인,이형표,李亨杓,대중예술,"영화감독, 각본",1922,,https://www.daarts.or.kr/handle/11080/6489
ARTST,예술인,홍순태,Hong soon tai,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19673
ARTST,예술인,박영숙,Park young sook,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19387
FARTST,미술작가,정탁영,鄭晫永,회화,,1937,,https://www.daarts.or.kr/handle/11080/5854
FARTST,미술작가,황영성,Hwang young sung,회화,,1941,,https://www.daarts.or.kr/handle/11080/19680
ARTST,예술인,엄재민,,시각예술,미술이론,1926,,https://www.daarts.or.kr/handle/11080/134438
ARTST,예술인,강혜리,KANG Hyeri,창작음악,한국현대음악,1979,,https://www.daarts.or.kr/handle/11080/58057
ARTST,예술인,권지원,權智苑,창작음악,한국현대음악,1977,,https://www.daarts.or.kr/handle/11080/58320
DIC,구술채록,이상만,李相萬,공연예술,음악,1935,민경찬,https://www.daarts.or.kr/handle/11080/24131
ARTST,예술인,김녹촌,金鹿村,문학,아동문학,1927,,https://www.daarts.or.kr/handle/11080/5686
ARTST,예술인,김봉구,Kim bong goo,시각예술,미술작가,1939,,https://www.daarts.or.kr/handle/11080/19274
FARTST,미술작가,육태진,Yook tae jin,설치,,1961,,https://www.daarts.or.kr/handle/11080/19492
DIC,구술채록,안민수,安民洙,공연예술,연극,1940,노승희,https://www.daarts.or.kr/handle/11080/60941
ARTST,예술인,김현자,金賢慈,공연예술,한국무용,1947,,https://www.daarts.or.kr/handle/11080/6350
ARTST,예술인,김영희,金映希,공연예술,민속,1941,,https://www.daarts.or.kr/handle/11080/6317
ARTGR,예술단체,한국예술인복지재단,,공연단체,,,,https://www.daarts.or.kr/handle/11080/107219
FARTST,미술작가,정하경,Chung ha kyung,회화,,1943,,https://www.daarts.or.kr/handle/11080/19604
FARTST,미술작가,곽정명,Gwak jeong myeong,회화,,1955,,https://www.daarts.or.kr/handle/11080/19230
DIC,구술채록,성파,"性坡, 본명 조봉주曺鳳周",시각예술,시각기타,1939,윤범모,https://www.daarts.or.kr/handle/11080/73265
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/136035
DIC,구술채록,이명동,李命同,시각예술,사진,1920,최인진,https://www.daarts.or.kr/handle/11080/16649
FARTST,미술작가,박복규,Park boc kyoo,회화,,1946,,https://www.daarts.or.kr/handle/11080/19372
FARTST,미술작가,오상길,Oh sang ghil,설치,,1957,,https://www.daarts.or.kr/handle/11080/19460
FARTST,미술작가,이형우,Lee hyung woo,조각,,1955,,https://www.daarts.or.kr/handle/11080/19555
ARTST,예술인,김희라,KIM Heera,창작음악,한국현대음악,1976,,https://www.daarts.or.kr/handle/11080/58264
ARTST,예술인,안혜승,AHN Haisung,창작음악,한국현대음악,1971,,https://www.daarts.or.kr/handle/11080/58912
ARTST,예술인,강관욱,Kang kwan wook,시각예술,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19201
ARTST,예술인,백태호,Paik tai ho,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19409
FARTST,미술작가,김서봉,Kim ser bohng,회화,,1930,,https://www.daarts.or.kr/handle/11080/19279
ARTST,예술인,오원배,Oh won bae,시각예술,미술작가,1953,,https://www.daarts.or.kr/handle/11080/19468
ARTST,예술인,강광,Kang kwang,시각예술,미술작가,1940,,https://www.daarts.or.kr/handle/11080/19202
DIC,구술채록,강혜숙,姜惠淑,공연예술,무용,1947,양민아,https://www.daarts.or.kr/handle/11080/73730
ARTST,예술인,허계,Heo gye,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19662
FARTST,미술작가,김명희,Kim myong hi,회화,,1949,,https://www.daarts.or.kr/handle/11080/19268
FARTST,미술작가,장선영,Chang sun young,회화,,1947,,https://www.daarts.or.kr/handle/11080/19569
FARTST,미술작가,정승운,Chung seung un,조각,,,,https://www.daarts.or.kr/handle/11080/19596
DIC,구술채록,김성일,金聖一,공연예술,무용,1935,손선숙,https://www.daarts.or.kr/handle/11080/16166
ARTST,예술인,박완서,朴婉緖,문학,소설,1931,,https://www.daarts.or.kr/handle/11080/5741
ARTST,예술인,이세득,Lee se duk,시각예술,미술작가,1921,,https://www.daarts.or.kr/handle/11080/19520
FARTST,미술작가,노은님,Ro eun nim,회화,,1946,,https://www.daarts.or.kr/handle/11080/19345
ARTGR,예술단체,씨어터오 컴퍼니,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33951
FARTST,미술작가,백태호,Paik tai ho,공예,,1925,,https://www.daarts.or.kr/handle/11080/19409
FARTST,미술작가,김승희,Kim seung hee,공예,,1945,,https://www.daarts.or.kr/handle/11080/19285
ARTST,예술인,조석연,"趙晳衍, CHO Seokyeon",창작음악,한국현대음악,1970,,https://www.daarts.or.kr/handle/11080/61840
ARTST,예술인,김범,Kim beom,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19271
ARTST,예술인,김화숙,,공연예술,무용,1949,,https://www.daarts.or.kr/handle/11080/136016
ARTST,예술인,문종숙,Moon jong sook,시각예술,미술작가,1965,,https://www.daarts.or.kr/handle/11080/19355
ARTST,예술인,오현경,吳鉉京,공연예술,배우,1936,,https://www.daarts.or.kr/handle/11080/21942
FARTST,미술작가,노재승,Noh jae seung,조각,,1945,,https://www.daarts.or.kr/handle/11080/19346
FARTST,미술작가,한진섭,Han jin sub,조각,,1956,,https://www.daarts.or.kr/handle/11080/19658
ARTST,예술인,김순애,"金順愛, KIM Soon-ae",창작음악,한국현대음악,1920,,https://www.daarts.or.kr/handle/11080/163399
FARTST,미술작가,정광호,Cheong kwang ho,시각기타,,1959,,https://www.daarts.or.kr/handle/11080/19587
ARTST,예술인,김자연,,시각예술,회화,1964,,https://www.daarts.or.kr/handle/11080/70449
ARTST,예술인,김석출,金石出,공연예술,세습무,1922,,https://www.daarts.or.kr/handle/11080/6531
FARTST,미술작가,이정열,Lee jeong yeol,공예,,1940,,https://www.daarts.or.kr/handle/11080/19543
ARTST,예술인,전성우,全晟雨,시각예술,"서양화, 박물관 경영",1934,,https://www.daarts.or.kr/handle/11080/19579
FARTST,미술작가,권여현,Kwon yeo hyun,회화,,1961,,https://www.daarts.or.kr/handle/11080/19237
ARTST,예술인,김순제,金順濟,창작음악,한국현대음악,1922,,https://www.daarts.or.kr/handle/11080/167766
DIC,구술채록,김형주,金亨柱,공연예술,음악,1925,이성률,https://www.daarts.or.kr/handle/11080/24124
DIC,구술채록,이대원,李大源,시각예술,회화,1921,김주원,https://www.daarts.or.kr/handle/11080/16628
DIC,구술채록,임영웅,林英雄,공연예술,연극,1934,서지영,https://www.daarts.or.kr/handle/11080/16751
ARTST,예술인,박춘명,朴春鳴,시각예술,건축,1924,,https://www.daarts.or.kr/handle/11080/6000
FARTST,미술작가,김창세,Kim chang se,조각,,1954,,https://www.daarts.or.kr/handle/11080/19323
DIC,구술채록,고성원,高成源,대중예술,대중예술,1937,고선희,https://www.daarts.or.kr/handle/11080/73244
DIC,구술채록,김동원,金東園,공연예술,연극,1916,김성희,https://www.daarts.or.kr/handle/11080/16124
DIC,구술채록,양정현,梁鼎鉉,공연예술,연극,1938,김숙현,https://www.daarts.or.kr/handle/11080/73642
DIC,구술채록,오승우,Oh seung woo,시각예술,회화,1930,채효영,https://www.daarts.or.kr/handle/11080/23999
FARTST,미술작가,이기봉,Rhee ki bong,회화,,1957,,https://www.daarts.or.kr/handle/11080/19504
FARTST,미술작가,박화영,Park hwa young,설치,,1968,,https://www.daarts.or.kr/handle/11080/19398
DIC,구술채록,황수영,黃壽永,시각예술,미술이론,1918,목수현,https://www.daarts.or.kr/handle/11080/17002
ARTST,예술인,구본주,Gu bon ju,시각예술,미술작가,1967,,https://www.daarts.or.kr/handle/11080/19232
ARTST,예술인,이현주,李賢珠,창작음악,한국현대음악,1968,,https://www.daarts.or.kr/handle/11080/49173
ARTST,예술인,백우용,白禹鏞,창작음악,한국현대음악,1883,,https://www.daarts.or.kr/handle/11080/163358
FARTST,미술작가,김학수,Kim hak su,회화,,1919,,https://www.daarts.or.kr/handle/11080/6036
ARTST,예술인,이진우,LEE Gene Woo,창작음악,한국현대음악,1959,,https://www.daarts.or.kr/handle/11080/49220
ARTST,예술인,조기주,Cho khee joo,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19609
ARTGR,예술단체,국악밴드 소름,,공연단체,,,,https://www.daarts.or.kr/handle/11080/51926
FARTST,미술작가,차우희,Chao u hi,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19628
ARTST,예술인,김동현,callikim,시각예술,미술작가,1973,,https://www.daarts.or.kr/handle/11080/320611
FARTST,미술작가,전광영,Chun kwang young,회화,,1944,,https://www.daarts.or.kr/handle/11080/19577
ARTST,예술인,곽덕준,Kwak duck jun,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19229
FARTST,미술작가,원경환,Won kyung hwan,공예,,1954,,https://www.daarts.or.kr/handle/11080/19477
DIC,구술채록,김덕명,金德明,공연예술,무용,1924,김채원,https://www.daarts.or.kr/handle/11080/16119
DIC,구술채록,임송희,Lim song hee,시각예술,회화,1938,왕신연,https://www.daarts.or.kr/handle/11080/16749
ARTST,예술인,이재신,Lee Jaesin,창작음악,한국현대음악,1975,,https://www.daarts.or.kr/handle/11080/82294
ARTST,예술인,김홍희,Kim hong hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19340
ARTST,예술인,진은숙,"陳銀淑, CHIN Unsuk",창작음악,한국현대음악,1961,,https://www.daarts.or.kr/handle/11080/163421
ARTST,예술인,성나연,,시각예술,건축,1981,,https://www.daarts.or.kr/handle/11080/135807
ARTGR,예술단체,전통타악연구소,,공연단체,,,,https://www.daarts.or.kr/handle/11080/7001
ARTST,예술인,최우람,Choe u ram,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19641
DIC,구술채록,정진숙,鄭鎭肅,문학,문학,1912,한홍구,https://www.daarts.or.kr/handle/11080/16841
ARTST,예술인,임승혁,LIM Seunghyunk,창작음악,한국현대음악,1978,,https://www.daarts.or.kr/handle/11080/52147
ARTGR,예술단체,육완순무용단,,공연단체,,,,https://www.daarts.or.kr/handle/11080/727
FARTST,미술작가,유현미,Yoo hyun mi,설치,,1964,,https://www.daarts.or.kr/handle/11080/19488
DIC,구술채록,장리석,張利錫,시각예술,회화,1916,권행가,https://www.daarts.or.kr/handle/11080/16775
ARTST,예술인,박경아,"朴璟雅, PARK Kyung-A",창작음악,한국현대음악,1963,,https://www.daarts.or.kr/handle/11080/69033
ARTST,예술인,강혜경,,공연예술,음악,1974,,https://www.daarts.or.kr/handle/11080/135955
ARTST,예술인,신수정,Shin Soojung,창작음악,한국현대음악,1975,,https://www.daarts.or.kr/handle/11080/52269
ARTST,예술인,이희경,,공연예술,음악,1964,,https://www.daarts.or.kr/handle/11080/136060
ARTST,예술인,윤영자,Youn Young Ja,시각예술,조각,1924,,https://www.daarts.or.kr/handle/11080/5994
ARTST,예술인,노정란,Jung ran Noh,시각예술,미술작가,1948,,https://www.daarts.or.kr/handle/11080/19347
FARTST,미술작가,김재관,Kim jai kwan,설치,,1947,,https://www.daarts.or.kr/handle/11080/19309
ARTST,예술인,신옥주,Shin Ok Joo,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19433
ARTST,예술인,조숙자,趙淑子,공연예술,발레,1929,,https://www.daarts.or.kr/handle/11080/6299
ARTST,예술인,이철량,Lee cheol ryang,시각예술,미술작가,1952,,https://www.daarts.or.kr/handle/11080/19553
ARTST,예술인,이철주,Lee cheol joo,시각예술,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19554
DIC,구술채록,김채현,"金采賢, 본명 김종원",공연예술,무용,1954,장지원,https://www.daarts.or.kr/handle/11080/73734
DIC,구술채록,최덕수,崔德壽,대중예술,대중예술,1930,고선희,https://www.daarts.or.kr/handle/11080/49497
DIC,구술채록,김형수,Kim hyung su,시각예술,회화,1929,왕신연,https://www.daarts.or.kr/handle/11080/16266
FARTST,미술작가,이승하,Lee seung ha,회화,,1959,,https://www.daarts.or.kr/handle/11080/19525
DIC,구술채록,엄정윤,Um jung yoon,시각예술,공예,1927,김철효,https://www.daarts.or.kr/handle/11080/24012
ARTST,예술인,신금례,申今禮,시각예술,서양화,1926,,https://www.daarts.or.kr/handle/11080/30024
ARTST,예술인,김지아나,(Jiana Kim),시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/112234
FARTST,미술작가,오광섭,Oh kwang seob,조각,,1955,,https://www.daarts.or.kr/handle/11080/19458
FARTST,미술작가,유리지,Yoo li zzy,공예,,1945,,https://www.daarts.or.kr/handle/11080/19481
FARTST,미술작가,오승우,Oh seung woo,회화,,1930,,https://www.daarts.or.kr/handle/11080/19465
ARTST,예술인,김봉준,Kim bong jun,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19275
ARTST,예술인,장수홍,Jahng soo hong,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19570
ARTST,예술인,한만영,Han man young,시각예술,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19653
DIC,구술채록,신구,申久,공연예술,연극,1936,김숙현,https://www.daarts.or.kr/handle/11080/60908
ARTST,예술인,이남림,"李南林, LEE Namlim",창작음악,한국현대음악,1959,,https://www.daarts.or.kr/handle/11080/52162
ARTST,예술인,장진,Jang jin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19575
FARTST,미술작가,정점식,鄭點植,회화,,1917,,https://www.daarts.or.kr/handle/11080/6059
